TimeStamp, Role, Frame#, EyeGazePos, EyeGazeDir, GazeHitPoint, GazeHitNormal, DwellDuration, IsFixation, CurrentHitObject
704.51,True,39304,"0.28,1.62,-1.06","0.13,0.03,0.99","0.62,1.67,1.59","0.03,0.17,-0.98",0.0670166,False,Object3_4_5_2
704.58,True,39308,"0.28,1.62,-1.06","0.13,0.02,0.99","0.62,1.67,1.59","-0.11,0.11,-0.99",0.06610107,True,Object3_4_5_2
704.64,True,39310,"0.28,1.62,-1.06","0.12,0.03,0.99","0.62,1.67,1.58","-0.19,0.19,-0.96",0.1236572,True,Object3_4_5_2
704.71,True,39313,"0.28,1.61,-1.07","0.14,0.03,0.99","0.67,1.67,1.59","-0.13,0.32,-0.94",0.1975098,True,Object3_4_5_3
704.76,True,39316,"0.28,1.62,-1.07","0.15,0.03,0.99","0.68,1.67,1.58","-0.19,0.35,-0.92",0.05218506,True,Object3_4_5_3
704.83,True,39319,"0.28,1.62,-1.07","0.15,0.03,0.99","0.68,1.67,1.59","-0.12,0.49,-0.86",0.1166382,True,Object3_4_5_3
704.89,True,39323,"0.28,1.62,-1.07","0.15,0.03,0.99","0.68,1.67,1.59","0.10,0.55,-0.83",0.1790771,True,Object3_4_5_3
704.95,True,39327,"0.29,1.62,-1.08","0.15,0.02,0.99","0.68,1.67,1.59","0.17,0.12,-0.98",0.2360229,True,Object3_4_5_3
705.01,True,39330,"0.28,1.62,-1.08","0.16,0.02,0.99","0.68,1.67,1.59","0.40,-0.13,-0.91",0.2960815,True,Object3_4_5_3
705.06,True,39334,"0.29,1.61,-1.08","0.16,0.02,0.99","0.70,1.66,1.59","0.27,0.38,-0.88",0.3517456,True,Quad
705.12,True,39337,"0.29,1.62,-1.08","0.17,0.03,0.98","0.75,1.65,1.60","0.00,0.69,-0.72",0.06329346,True,Cell(Clone)
705.19,True,39340,"0.29,1.62,-1.08","0.18,0.03,0.98","0.82,1.67,1.59","-0.66,0.56,-0.50",0.06097412,True,Object1_5_5_3
705.25,True,39343,"0.30,1.62,-1.08","0.19,0.03,0.98","0.82,1.67,1.59","-0.36,0.23,-0.90",0.06170654,True,Object1_5_5_3
705.31,True,39347,"0.30,1.62,-1.09","0.19,0.01,0.98","0.82,1.65,1.59","-0.11,0.00,-0.99",0.1275635,True,Cube
705.37,True,39349,"0.31,1.62,-1.09","0.19,0.01,0.98","0.80,1.64,1.59","-0.05,0.00,-1.00",0.05413818,True,Quad
705.43,True,39352,"0.31,1.62,-1.10","-0.01,-0.06,1.00","0.29,1.48,1.59","0.02,-0.31,-0.95",0.06396484,False,Cylinder
705.67,True,39362,"0.32,1.62,-1.10","-0.01,0.00,1.00","0.29,1.61,1.59","-0.06,0.00,-1.00",0.2408447,True,Object3_2_5_0
705.73,True,39365,"0.32,1.62,-1.11","0.01,-0.08,1.00","0.36,1.41,1.59","-0.20,-0.10,-0.97",0.05645752,True,Cylinder
705.80,True,39369,"0.32,1.62,-1.10","0.19,-0.24,0.95","0.84,0.95,1.58","-0.05,-0.04,-1.00",0.06811523,False,Capsule
705.85,True,39372,"0.32,1.62,-1.10","0.19,-0.24,0.95","0.84,0.96,1.58","-0.10,0.11,-0.99",0.0501709,True,Capsule
705.90,True,39375,"0.32,1.62,-1.10","0.19,-0.24,0.95","0.84,0.96,1.58","-0.08,0.09,-0.99",0.1011353,True,Capsule
705.96,True,39378,"0.32,1.62,-1.10","0.19,-0.24,0.95","0.84,0.96,1.58","-0.03,0.04,-1.00",0.166626,True,Capsule
706.03,True,39382,"0.32,1.62,-1.10","0.19,-0.23,0.95","0.84,0.96,1.58","-0.15,0.17,-0.97",0.2322998,True,Capsule
706.10,True,39385,"0.32,1.62,-1.10","0.18,-0.23,0.96","0.83,0.98,1.59","-0.10,-0.10,-0.99",0.3002319,True,Object3_5_1_1
706.16,True,39388,"0.32,1.62,-1.10","0.18,-0.23,0.96","0.83,0.98,1.59","-0.12,-0.12,-0.98",0.06079102,True,Object3_5_1_1
706.22,True,39391,"0.32,1.62,-1.10","0.18,-0.23,0.96","0.83,0.98,1.59","-0.14,-0.14,-0.98",0.1223755,True,Object3_5_1_1
706.28,True,39394,"0.32,1.62,-1.11","0.18,-0.23,0.96","0.82,0.99,1.58","-0.03,-0.32,-0.95",0.1837769,True,Sphere
706.35,True,39398,"0.32,1.62,-1.11","0.18,-0.23,0.96","0.82,1.00,1.58","-0.19,-0.13,-0.97",0.06506348,True,Sphere
706.40,False,39400,"0.32,1.62,-1.11","0.18,-0.23,0.96","0.82,1.00,1.58","-0.25,-0.05,-0.97",0.1190796,True,Sphere
706.47,False,39403,"0.32,1.62,-1.11","0.18,-0.23,0.96","0.82,1.00,1.58","-0.06,0.00,-1.00",0.1848755,True,Sphere
706.53,False,39407,"0.33,1.62,-1.12","0.03,-0.06,1.00","0.39,1.46,1.59","0.42,0.00,-0.91",0.2495728,False,Quad
706.60,False,39411,"0.33,1.62,-1.11","0.15,-0.04,0.99","0.76,1.51,1.59","-0.29,0.00,-0.96",0.06573486,False,Object1_5_4_2
706.66,False,39413,"0.33,1.62,-1.11","0.15,-0.01,0.99","0.74,1.58,1.60","0.00,0.00,-1.00",0.06451416,True,Cell(Clone)
706.71,False,39416,"0.33,1.62,-1.11","0.15,0.00,0.99","0.74,1.61,1.60","0.00,0.00,-1.00",0.05151367,True,Cell(Clone)
706.79,False,39420,"0.33,1.62,-1.11","0.15,0.01,0.99","0.73,1.64,1.60","0.00,0.00,-1.00",0.0824585,True,Cell(Clone)
706.85,False,39423,"0.33,1.62,-1.11","0.15,0.01,0.99","0.73,1.65,1.60","0.00,0.00,-1.00",0.1359253,True,Cell(Clone)
706.91,False,39427,"0.32,1.62,-1.11","0.14,0.02,0.99","0.69,1.65,1.58","0.38,0.30,-0.87",0.2011108,True,Capsule
706.97,False,39429,"0.32,1.62,-1.11","0.14,0.01,0.99","0.69,1.64,1.58","0.25,0.19,-0.95",0.0546875,True,Capsule
707.03,False,39432,"0.33,1.62,-1.13","0.03,-0.07,1.00","0.39,1.43,1.59","0.37,0.00,-0.93",0.1170044,False,Quad
707.08,False,39434,"0.33,1.62,-1.13","0.03,-0.07,1.00","0.39,1.44,1.59","0.36,0.04,-0.93",0.05096436,True,Quad
707.16,False,39437,"0.32,1.62,-1.11","0.17,-0.25,0.95","0.81,0.93,1.59","0.00,0.00,-1.00",0.1287842,False,Quad
707.23,False,39441,"0.32,1.62,-1.11","0.18,-0.25,0.95","0.82,0.94,1.59","0.00,0.00,-1.00",0.07366943,True,Quad
707.30,False,39444,"0.33,1.62,-1.11","0.17,-0.24,0.96","0.79,0.95,1.59","0.09,0.00,-1.00",0.1364136,True,Quad
707.36,False,39447,"0.32,1.62,-1.11","0.17,-0.23,0.96","0.77,0.97,1.59","0.15,-0.02,-0.99",0.06433105,True,Object4_5_1_0
707.41,False,39450,"0.32,1.62,-1.12","0.17,-0.23,0.96","0.77,0.97,1.59","0.18,0.02,-0.98",0.05407715,True,Object4_5_1_0
707.48,False,39453,"0.33,1.62,-1.13","0.03,-0.07,1.00","0.39,1.44,1.59","0.26,0.03,-0.96",0.1193237,False,Quad
707.53,False,39456,"0.31,1.62,-1.12","0.15,-0.03,0.99","0.70,1.54,1.59","0.17,-0.10,-0.98",0.04998779,False,Quad
707.58,False,39459,"0.31,1.62,-1.12","0.15,-0.03,0.99","0.70,1.54,1.59","0.18,-0.09,-0.98",0.050354,True,Quad
707.64,False,39461,"0.31,1.62,-1.12","0.15,-0.04,0.99","0.70,1.50,1.59","0.20,0.35,-0.92",0.1066895,True,Quad
707.69,False,39463,"0.32,1.62,-1.12","0.15,-0.04,0.99","0.70,1.50,1.59","0.22,0.30,-0.93",0.05181885,True,Quad
707.75,False,39467,"0.32,1.62,-1.12","0.15,-0.04,0.99","0.70,1.50,1.59","0.23,0.31,-0.92",0.1132202,True,Quad
707.80,False,39470,"0.32,1.62,-1.12","0.15,-0.04,0.99","0.74,1.50,1.59","-0.34,0.12,-0.93",0.1693115,True,Quad
707.86,False,39474,"0.32,1.62,-1.12","0.15,-0.04,0.99","0.74,1.50,1.59","-0.29,0.13,-0.95",0.05664063,True,Quad
707.92,False,39477,"0.32,1.62,-1.12","0.04,-0.02,1.00","0.43,1.56,1.59","-0.18,0.00,-0.98",0.1168823,False,Quad
707.98,False,39481,"0.34,1.62,-1.12","-0.12,0.00,0.99","0.05,1.63,1.59","-0.29,-0.19,-0.94",0.05712891,False,Cylinder
708.04,False,39484,"0.34,1.62,-1.12","-0.11,0.01,0.99","0.05,1.67,1.58","-0.25,-0.25,-0.94",0.06488037,True,Object4_0_5_3
708.10,False,39487,"0.34,1.62,-1.12","-0.11,0.02,0.99","0.05,1.67,1.58","-0.19,-0.19,-0.96",0.05279541,True,Object4_0_5_3
708.18,False,39491,"0.34,1.62,-1.12","-0.11,0.01,0.99","0.05,1.63,1.59","0.13,0.23,-0.96",0.1328125,True,Cylinder
708.23,False,39495,"0.33,1.63,-1.13","0.01,-0.07,1.00","0.36,1.44,1.59","-0.12,0.00,-0.99",0.05566406,False,Object4_2_4_1
708.31,False,39499,"0.31,1.62,-1.12","0.13,-0.01,0.99","0.67,1.60,1.59","0.02,0.02,-1.00",0.07653809,False,Object4_4_5_1
708.37,False,39503,"0.31,1.62,-1.12","0.13,-0.01,0.99","0.67,1.60,1.59","-0.12,0.00,-0.99",0.05670166,True,Object4_4_5_1
708.45,False,39507,"0.31,1.62,-1.12","0.13,-0.01,0.99","0.67,1.60,1.59","-0.05,0.00,-1.00",0.1364746,True,Object4_4_5_1
708.50,False,39510,"0.31,1.62,-1.11","0.13,-0.01,0.99","0.67,1.60,1.59","-0.17,0.00,-0.98",0.1867065,True,Object4_4_5_1
708.56,False,39513,"0.31,1.62,-1.11","0.13,-0.01,0.99","0.67,1.59,1.59","-0.14,0.00,-0.99",0.2490845,True,Object4_4_5_1
708.62,False,39517,"0.31,1.62,-1.11","0.13,-0.01,0.99","0.67,1.60,1.59","-0.11,0.00,-0.99",0.3088379,True,Object4_4_5_1
708.69,False,39521,"0.31,1.62,-1.11","0.12,-0.01,0.99","0.63,1.58,1.58","0.33,0.27,-0.90",0.380127,True,Capsule
708.74,False,39524,"0.31,1.62,-1.11","0.12,-0.01,0.99","0.63,1.58,1.58","0.35,0.28,-0.90",0.05108643,True,Capsule
708.79,False,39526,"0.31,1.62,-1.11","0.13,-0.01,0.99","0.65,1.60,1.59","0.00,-0.09,-1.00",0.1013794,True,Quad
708.85,False,39529,"0.31,1.62,-1.11","0.13,-0.01,0.99","0.65,1.60,1.59","0.00,-0.04,-1.00",0.05529785,True,Quad
708.90,False,39532,"0.31,1.62,-1.11","0.13,-0.01,0.99","0.65,1.60,1.59","0.00,0.00,-1.00",0.1053467,True,Quad
708.95,False,39534,"0.31,1.62,-1.11","0.13,-0.01,0.99","0.65,1.61,1.59","0.00,0.00,-1.00",0.1568604,True,Quad
709.01,False,39538,"0.31,1.62,-1.11","0.13,-0.01,0.99","0.65,1.60,1.59","0.00,0.00,-1.00",0.2227173,True,Quad
709.07,False,39540,"0.33,1.62,-1.11","0.18,-0.17,0.97","0.83,1.17,1.58","-0.24,-0.13,-0.96",0.2752075,False,Capsule
709.13,False,39543,"0.32,1.62,-1.11","0.16,-0.23,0.96","0.77,0.99,1.59","0.00,0.11,-0.99",0.06341553,True,Object4_5_1_0
709.19,False,39546,"0.32,1.62,-1.11","0.16,-0.22,0.96","0.76,0.99,1.59","0.00,0.23,-0.97",0.06231689,True,Object4_5_1_0
709.24,False,39548,"0.32,1.62,-1.11","0.16,-0.22,0.96","0.77,0.99,1.59","0.00,0.21,-0.98",0.1130981,True,Object4_5_1_0
709.30,False,39551,"0.32,1.62,-1.11","0.17,-0.22,0.96","0.77,0.99,1.59","0.03,0.32,-0.95",0.1669922,True,Object4_5_1_0
709.36,False,39554,"0.32,1.62,-1.11","0.16,-0.22,0.96","0.76,0.99,1.59","0.00,0.34,-0.94",0.2306519,True,Object4_5_1_0
709.41,False,39557,"0.32,1.62,-1.11","0.16,-0.22,0.96","0.76,0.99,1.59","0.00,0.41,-0.91",0.28302,True,Object4_5_1_0
709.46,False,39559,"0.32,1.62,-1.11","0.16,-0.22,0.96","0.77,0.99,1.59","0.00,0.44,-0.90",0.3342285,True,Object4_5_1_0
709.53,False,39563,"0.32,1.62,-1.11","0.16,-0.22,0.96","0.76,0.99,1.59","0.00,0.50,-0.87",0.3998413,True,Object4_5_1_0
709.59,False,39566,"0.32,1.62,-1.11","0.16,-0.22,0.96","0.76,0.99,1.59","0.00,0.45,-0.89",0.4650879,True,Object4_5_1_0
709.66,False,39570,"0.32,1.62,-1.11","0.16,-0.22,0.96","0.77,0.99,1.59","0.00,0.45,-0.89",0.5281372,True,Object4_5_1_0
709.72,False,39573,"0.32,1.62,-1.11","0.16,-0.22,0.96","0.76,0.99,1.59","0.00,0.37,-0.93",0.5866699,True,Object4_5_1_0
709.78,False,39577,"0.32,1.62,-1.11","0.16,-0.22,0.96","0.76,0.99,1.59","0.00,0.36,-0.93",0.6504517,True,Object4_5_1_0
709.85,False,39580,"0.32,1.62,-1.11","0.16,-0.22,0.96","0.76,0.99,1.59","0.00,0.40,-0.91",0.7168579,True,Object4_5_1_0
709.90,False,39583,"0.32,1.62,-1.11","0.16,-0.22,0.96","0.76,0.99,1.59","-0.04,0.40,-0.92",0.767395,True,Object4_5_1_0
709.96,False,39586,"0.32,1.62,-1.11","0.16,-0.22,0.96","0.76,0.99,1.59","-0.13,0.40,-0.91",0.8336182,True,Object4_5_1_0
710.01,False,39589,"0.33,1.62,-1.12","0.00,-0.08,1.00","0.34,1.42,1.59","-0.17,0.00,-0.99",0.8846436,False,Quad
710.08,False,39593,"0.33,1.62,-1.11","0.16,-0.03,0.99","0.76,1.52,1.59","0.00,0.32,-0.95",0.06524658,False,Object1_5_4_2
710.13,False,39595,"0.33,1.62,-1.11","0.16,-0.03,0.99","0.76,1.52,1.59","-0.05,0.25,-0.97",0.05114746,True,Object1_5_4_2
710.21,False,39599,"0.32,1.62,-1.11","0.16,-0.03,0.99","0.76,1.52,1.59","0.00,0.13,-0.99",0.1309204,True,Object1_5_4_2
710.28,False,39602,"0.32,1.62,-1.11","0.17,-0.04,0.99","0.77,1.52,1.59","0.00,0.01,-1.00",0.1994019,True,Object1_5_4_2
710.33,False,39605,"0.32,1.62,-1.11","0.17,-0.04,0.98","0.77,1.51,1.59","0.13,0.13,-0.98",0.2509766,True,Object1_5_4_2
710.40,False,39609,"0.32,1.62,-1.11","0.16,-0.04,0.99","0.76,1.51,1.59","-0.06,-0.06,-1.00",0.3164063,True,Object1_5_4_2
710.46,False,39612,"0.32,1.62,-1.11","0.15,-0.04,0.99","0.70,1.50,1.59","0.37,0.00,-0.93",0.380127,True,Quad
710.52,False,39616,"0.32,1.62,-1.11","0.14,-0.04,0.99","0.68,1.50,1.58","0.25,0.25,-0.94",0.05773926,True,Object4_4_4_3
710.60,False,39620,"0.32,1.62,-1.11","0.14,-0.05,0.99","0.70,1.48,1.59","0.18,0.00,-0.98",0.08093262,True,Quad
710.66,False,39623,"0.32,1.62,-1.11","0.15,-0.19,0.97","0.74,1.11,1.59","0.00,0.00,-1.00",0.05877686,False,Quad
710.72,False,39626,"0.32,1.62,-1.11","0.15,-0.18,0.97","0.74,1.11,1.59","-0.09,0.00,-1.00",0.06384277,True,Quad
710.78,False,39629,"0.32,1.62,-1.11","0.15,-0.18,0.97","0.74,1.11,1.59","-0.16,0.00,-0.99",0.1235352,True,Quad
710.85,False,39633,"0.32,1.62,-1.11","0.16,-0.18,0.97","0.74,1.12,1.59","0.00,0.00,-1.00",0.1889648,True,Quad
710.91,False,39636,"0.32,1.62,-1.11","0.16,-0.18,0.97","0.76,1.13,1.59","-0.16,0.00,-0.99",0.2513428,True,Object3_5_2_0
710.97,False,39640,"0.32,1.62,-1.11","0.16,-0.18,0.97","0.76,1.13,1.59","-0.30,0.00,-0.95",0.05780029,True,Object3_5_2_0
711.02,False,39642,"0.32,1.62,-1.11","0.16,-0.18,0.97","0.76,1.13,1.59","-0.22,-0.05,-0.97",0.1094971,True,Object3_5_2_0
711.08,False,39645,"0.31,1.61,-1.11","0.14,-0.19,0.97","0.68,1.11,1.58","0.07,-0.21,-0.98",0.1726074,True,Capsule
711.15,False,39649,"0.32,1.61,-1.11","-0.14,-0.28,0.95","-0.03,0.83,1.59","-0.49,0.00,-0.87",0.065979,False,Quad
711.20,False,39652,"0.32,1.61,-1.11","-0.13,-0.28,0.95","-0.03,0.84,1.59","-0.04,0.00,-1.00",0.05010986,True,Quad
711.28,False,39655,"0.32,1.61,-1.11","-0.10,-0.26,0.96","0.05,0.88,1.59","-0.27,0.15,-0.95",0.1317749,True,Object3_0_0_3
711.33,False,39657,"0.32,1.61,-1.11","-0.06,-0.19,0.98","0.15,1.11,1.60","0.00,0.00,-1.00",0.05389404,False,Cell(Clone)
711.40,False,39660,"0.31,1.62,-1.11","-0.05,0.02,1.00","0.20,1.67,1.58","-0.32,-0.20,-0.93",0.06481934,False,Object1_1_5_3
711.46,False,39663,"0.31,1.62,-1.11","-0.05,-0.01,1.00","0.16,1.60,1.59","0.25,0.00,-0.97",0.06390381,True,Object3_1_5_0
711.52,False,39667,"0.31,1.62,-1.11","-0.05,-0.02,1.00","0.16,1.58,1.58","0.27,-0.29,-0.92",0.05828857,True,Capsule
711.58,False,39670,"0.31,1.62,-1.11","-0.04,-0.02,1.00","0.20,1.57,1.60","0.00,0.00,-1.00",0.0604248,True,Cell(Clone)
711.64,False,39673,"0.31,1.62,-1.11","-0.05,-0.01,1.00","0.19,1.60,1.59","0.00,-0.01,-1.00",0.05615234,True,Quad
711.70,False,39677,"0.32,1.62,-1.11","-0.05,0.02,1.00","0.18,1.68,1.59","0.00,-0.27,-0.96",0.05981445,True,Object4(Clone)
711.75,False,39680,"0.32,1.62,-1.11","-0.05,0.01,1.00","0.19,1.65,1.59","-0.13,0.00,-0.99",0.05853271,True,Quad
711.81,False,39682,"0.32,1.62,-1.11","-0.05,0.01,1.00","0.20,1.65,1.59","-0.21,-0.21,-0.96",0.05212402,True,Cube
711.86,False,39685,"0.32,1.62,-1.11","-0.03,-0.01,1.00","0.23,1.61,1.59","0.00,0.00,-1.00",0.05633545,True,Quad
711.92,False,39688,"0.32,1.62,-1.12","0.16,-0.04,0.99","0.76,1.52,1.59","-0.05,0.04,-1.00",0.06268311,False,Object1_5_4_2
711.98,False,39691,"0.32,1.62,-1.12","0.16,-0.04,0.99","0.76,1.51,1.59","-0.02,-0.02,-1.00",0.05206299,True,Object1_5_4_2
712.03,False,39694,"0.32,1.62,-1.12","0.16,-0.04,0.99","0.76,1.52,1.59","-0.13,0.00,-0.99",0.1053467,True,Object1_5_4_2
712.08,False,39696,"0.32,1.62,-1.12","0.15,-0.04,0.99","0.73,1.52,1.60","0.00,0.00,-1.00",0.15979,True,Cell(Clone)
712.15,False,39699,"0.32,1.62,-1.12","0.15,-0.03,0.99","0.70,1.54,1.59","0.21,-0.03,-0.98",0.06176758,True,Quad
712.20,False,39701,"0.32,1.62,-1.12","0.13,-0.03,0.99","0.68,1.54,1.59","0.00,-0.01,-1.00",0.05102539,True,Quad
712.25,False,39703,"0.32,1.62,-1.12","0.13,-0.03,0.99","0.67,1.54,1.59","0.00,-0.04,-1.00",0.1030884,True,Quad
712.31,False,39706,"0.32,1.62,-1.12","0.13,-0.03,0.99","0.67,1.52,1.59","-0.08,0.27,-0.96",0.1673584,True,Object4_4_4_3
712.37,False,39708,"0.32,1.62,-1.12","0.12,-0.04,0.99","0.65,1.54,1.59","0.00,-0.21,-0.98",0.0524292,True,Quad
712.43,False,39711,"0.31,1.62,-1.12","0.12,-0.04,0.99","0.65,1.54,1.59","-0.06,-0.22,-0.97",0.06384277,True,Quad
712.48,False,39714,"0.31,1.62,-1.12","0.12,-0.03,0.99","0.65,1.54,1.59","-0.03,-0.08,-1.00",0.1152344,True,Quad
712.55,False,39718,"0.31,1.62,-1.12","0.12,-0.03,0.99","0.65,1.54,1.59","-0.07,-0.06,-1.00",0.1792603,True,Quad
712.61,False,39720,"0.31,1.62,-1.12","0.12,-0.03,0.99","0.65,1.54,1.59","-0.31,0.00,-0.95",0.2418823,True,Quad
712.66,False,39723,"0.31,1.62,-1.12","0.11,-0.04,0.99","0.62,1.52,1.59","0.00,0.14,-0.99",0.2949219,True,Object4_4_4_2
712.72,False,39726,"0.32,1.62,-1.12","-0.07,0.02,1.00","0.17,1.69,1.59","-0.74,-0.09,-0.67",0.06292725,False,Object4(Clone)
712.80,False,39729,"0.32,1.62,-1.11","-0.09,0.03,1.00","0.07,1.67,1.59","0.05,0.65,-0.76",0.07171631,True,Object4_0_5_3
712.88,False,39733,"0.33,1.62,-1.11","-0.10,0.03,0.99","0.05,1.67,1.59","0.06,0.63,-0.78",0.08099365,True,Object4_0_5_3
712.93,False,39737,"0.33,1.62,-1.11","-0.10,0.03,0.99","0.07,1.67,1.59","0.01,0.72,-0.69",0.1376343,True,Object4_0_5_3
712.99,False,39740,"0.33,1.62,-1.11","-0.09,0.03,1.00","0.07,1.67,1.59","0.18,0.64,-0.75",0.1978149,True,Object4_0_5_3
713.05,False,39743,"0.33,1.62,-1.11","-0.10,0.03,0.99","0.07,1.67,1.59","0.14,0.67,-0.72",0.2520142,True,Object4_0_5_3
713.11,False,39747,"0.33,1.62,-1.11","-0.10,0.03,1.00","0.07,1.67,1.59","0.27,0.59,-0.76",0.3169556,True,Object4_0_5_3
713.18,False,39750,"0.34,1.62,-1.11","-0.09,0.03,1.00","0.07,1.67,1.59","0.38,0.39,-0.84",0.3847046,True,Object4_0_5_3
713.26,False,39754,"0.34,1.62,-1.11","-0.08,0.04,1.00","0.14,1.72,1.60","-0.54,0.00,-0.84",0.4639893,True,Quad
713.40,False,39761,"0.32,1.62,-1.11","0.11,0.03,0.99","0.60,1.67,1.58","0.07,0.63,-0.78",0.137146,False,Object3_4_5_2
713.46,False,39765,"0.32,1.62,-1.11","0.11,0.03,0.99","0.62,1.67,1.58","-0.19,0.35,-0.91",0.06573486,True,Object3_4_5_2
713.55,False,39769,"0.32,1.62,-1.11","0.13,0.03,0.99","0.67,1.66,1.58","0.03,0.58,-0.82",0.1500244,True,Object3_4_5_3
713.61,False,39772,"0.32,1.62,-1.11","0.14,0.03,0.99","0.68,1.67,1.59","0.16,0.34,-0.93",0.06591797,True,Object3_4_5_3
713.69,False,39776,"0.32,1.63,-1.12","-0.05,-0.03,1.00","0.17,1.55,1.59","0.42,0.00,-0.91",0.1428833,False,Quad
713.76,False,39780,"0.33,1.62,-1.11","-0.11,0.02,0.99","0.05,1.67,1.59","-0.28,0.03,-0.96",0.07373047,True,Object4_0_5_3
713.83,False,39783,"0.33,1.62,-1.11","-0.10,0.02,0.99","0.05,1.67,1.59","0.07,0.11,-0.99",0.06195068,True,Object4_0_5_3
713.88,False,39787,"0.33,1.62,-1.10","-0.10,0.03,0.99","0.05,1.67,1.59","0.07,0.32,-0.94",0.1150513,True,Object4_0_5_3
713.96,False,39791,"0.32,1.62,-1.10","-0.10,0.03,0.99","0.05,1.67,1.58","0.23,0.35,-0.91",0.1968384,True,Object4_0_5_3
714.01,False,39794,"0.32,1.62,-1.09","-0.10,0.02,0.99","0.06,1.69,1.59","0.10,-0.01,-1.00",0.2481689,True,Object4_0_5_3
714.08,False,39797,"0.32,1.62,-1.09","-0.10,0.02,0.99","0.05,1.67,1.59","0.10,0.16,-0.98",0.3140259,True,Object4_0_5_3
714.13,False,39800,"0.32,1.62,-1.09","-0.10,0.02,0.99","0.05,1.67,1.59","0.04,0.04,-1.00",0.3666992,True,Object4_0_5_3
714.20,False,39804,"0.32,1.62,-1.08","-0.10,0.02,0.99","0.06,1.67,1.59","-0.11,-0.11,-0.99",0.4328613,True,Object4_0_5_3
714.28,False,39807,"0.32,1.62,-1.08","-0.11,0.02,0.99","0.05,1.67,1.59","-0.23,-0.14,-0.96",0.5129395,True,Object4_0_5_3
714.33,False,39810,"0.32,1.61,-1.07","-0.10,0.02,0.99","0.05,1.67,1.59","-0.13,-0.13,-0.98",0.5666504,True,Object4_0_5_3
714.38,False,39813,"0.31,1.62,-1.07","-0.10,0.02,0.99","0.05,1.67,1.59","-0.13,0.05,-0.99",0.6199341,True,Object4_0_5_3
714.45,False,39817,"0.31,1.62,-1.07","-0.10,0.02,0.99","0.05,1.67,1.59","-0.12,0.12,-0.99",0.6826782,True,Object4_0_5_3
714.51,False,39821,"0.31,1.62,-1.07","-0.10,0.02,0.99","0.05,1.67,1.59","-0.07,0.11,-0.99",0.7481689,True,Object4_0_5_3
714.57,False,39824,"0.31,1.62,-1.06","-0.10,0.03,0.99","0.05,1.67,1.59","-0.26,0.49,-0.83",0.8099976,True,Object4_0_5_3
714.63,False,39828,"0.31,1.62,-1.06","-0.10,0.02,0.99","0.05,1.67,1.59","-0.06,0.17,-0.98",0.8652954,True,Object4_0_5_3
714.68,False,39831,"0.31,1.62,-1.06","-0.10,0.02,0.99","0.05,1.67,1.59","0.02,0.07,-1.00",0.9160156,True,Object4_0_5_3
714.74,False,39835,"0.30,1.62,-1.07","-0.10,0.01,1.00","0.06,1.66,1.59","-0.11,-0.11,-0.99",0.9802246,True,Object4_0_5_3
714.80,False,39838,"0.30,1.62,-1.07","-0.11,0.00,0.99","0.03,1.61,1.59","-0.04,0.00,-1.00",1.040955,True,Quad
714.88,False,39841,"0.30,1.62,-1.07","-0.11,-0.02,0.99","0.01,1.58,1.58","0.28,-0.11,-0.95",0.07373047,True,Capsule
714.93,False,39844,"0.30,1.62,-1.07","-0.11,-0.03,0.99","0.02,1.55,1.59","0.00,0.00,-1.00",0.0501709,True,Quad
715.00,False,39848,"0.30,1.62,-1.07","-0.11,-0.03,0.99","0.02,1.54,1.59","0.00,0.00,-1.00",0.06677246,True,Quad
715.08,False,39852,"0.30,1.62,-1.08","-0.10,-0.04,0.99","0.02,1.54,1.59","0.17,-0.31,-0.93",0.1479492,True,Quad
715.13,False,39856,"0.29,1.62,-1.08","0.01,-0.11,0.99","0.30,1.32,1.59","0.32,-0.06,-0.95",0.2041016,False,Cylinder
715.19,False,39860,"0.29,1.62,-1.08","0.01,-0.11,0.99","0.30,1.32,1.59","0.37,-0.01,-0.93",0.06237793,True,Cylinder
715.25,False,39863,"0.29,1.62,-1.08","0.02,-0.12,0.99","0.33,1.30,1.59","0.14,0.00,-0.99",0.1136475,True,Quad
715.30,False,39865,"0.29,1.62,-1.08","0.02,-0.11,0.99","0.33,1.31,1.59","0.26,0.00,-0.97",0.05010986,True,Quad
715.35,False,39867,"0.30,1.62,-1.09","0.02,-0.11,0.99","0.33,1.32,1.59","0.39,0.00,-0.92",0.1021118,True,Quad
715.41,False,39871,"0.30,1.62,-1.09","0.01,-0.11,0.99","0.33,1.33,1.59","0.07,0.00,-1.00",0.1680298,True,Quad
715.47,False,39874,"0.32,1.62,-1.09","-0.08,0.02,1.00","0.08,1.66,1.59","0.35,0.06,-0.93",0.2200928,False,Quad
715.53,False,39878,"0.32,1.62,-1.09","-0.08,0.01,1.00","0.11,1.65,1.60","-0.10,0.00,-0.99",0.06115723,True,Cell(Clone)
715.58,False,39881,"0.32,1.62,-1.09","-0.08,0.01,1.00","0.12,1.65,1.60","0.00,0.04,-1.00",0.05096436,True,Cell(Clone)
715.64,False,39884,"0.33,1.62,-1.09","-0.08,0.01,1.00","0.11,1.65,1.60","-0.06,0.07,-1.00",0.1121826,True,Cell(Clone)
715.70,False,39888,"0.33,1.62,-1.10","-0.07,0.02,1.00","0.17,1.69,1.59","-0.66,-0.18,-0.73",0.1748657,True,Object4(Clone)
