TimeStamp, Role, Frame#, EyeGazePos, EyeGazeDir, GazeHitPoint, GazeHitNormal, DwellDuration, IsFixation, CurrentHitObject
105.36,False,5615,"0.46,1.61,-0.94","0.12,0.02,0.99","0.78,1.65,1.60","0.00,0.00,-1.00",0.1164169,True,Cell(Clone)
105.41,False,5618,"0.46,1.61,-0.94","0.12,0.02,0.99","0.77,1.65,1.60","0.00,0.03,-1.00",0.1689148,True,Cell(Clone)
105.48,False,5622,"0.46,1.61,-0.94","0.12,0.02,0.99","0.76,1.65,1.60","0.00,0.23,-0.97",0.2339783,True,Cell(Clone)
105.54,False,5625,"0.46,1.61,-0.94","0.12,0.02,0.99","0.75,1.65,1.60","0.00,0.12,-0.99",0.2963943,True,Cell(Clone)
105.61,False,5629,"0.46,1.61,-0.94","0.11,0.02,0.99","0.75,1.65,1.60","0.00,0.00,-1.00",0.3664246,True,Cell(Clone)
105.66,False,5632,"0.46,1.61,-0.94","0.12,0.02,0.99","0.75,1.65,1.60","0.00,0.00,-1.00",0.4193954,True,Cell(Clone)
105.72,False,5635,"0.46,1.61,-0.94","0.12,0.01,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",0.4748306,True,Cell(Clone)
105.84,False,5642,"0.47,1.61,-0.94","-0.14,0.08,0.99","0.14,1.81,1.60","-0.68,0.31,-0.66",0.5995331,False,Quad
105.89,False,5645,"0.47,1.61,-0.94","-0.14,0.08,0.99","0.14,1.81,1.60","-0.70,0.29,-0.65",0.05056,True,Quad
105.94,False,5648,"0.47,1.61,-0.94","-0.14,0.09,0.99","0.14,1.81,1.60","-0.54,0.36,-0.76",0.1008453,True,Quad
106.12,False,5657,"0.46,1.61,-0.94","0.13,0.01,0.99","0.80,1.64,1.59","-0.17,0.00,-0.99",0.2750931,False,Quad
106.19,False,5660,"0.46,1.61,-0.94","0.13,0.01,0.99","0.80,1.63,1.59","-0.25,0.00,-0.97",0.07424927,True,Quad
106.24,False,5663,"0.46,1.61,-0.94","0.13,0.01,0.99","0.80,1.63,1.59","-0.41,0.00,-0.91",0.1263809,True,Quad
106.29,False,5666,"0.47,1.61,-0.94","0.13,0.01,0.99","0.80,1.63,1.59","-0.42,0.00,-0.91",0.17659,True,Quad
106.36,False,5668,"0.47,1.60,-0.94","0.12,0.01,0.99","0.78,1.64,1.60","0.00,0.00,-1.00",0.2384491,True,Cell(Clone)
106.41,False,5671,"0.47,1.61,-0.94","0.12,0.01,0.99","0.77,1.64,1.60","0.00,0.00,-1.00",0.05394745,True,Cell(Clone)
106.47,False,5674,"0.47,1.60,-0.94","0.12,0.02,0.99","0.77,1.64,1.60","0.00,0.00,-1.00",0.1154251,True,Cell(Clone)
106.75,False,5690,"0.46,1.61,-0.93","-0.09,0.06,0.99","0.23,1.76,1.60","0.14,0.00,-0.99",0.3985596,False,Quad
106.81,False,5694,"0.47,1.61,-0.94","0.11,0.03,0.99","0.74,1.65,1.60","0.00,0.59,-0.81",0.05550385,False,Cell(Clone)
106.87,False,5697,"0.47,1.60,-0.94","0.11,0.03,0.99","0.73,1.65,1.60","0.00,0.61,-0.79",0.06230164,True,Cell(Clone)
106.93,False,5701,"0.47,1.60,-0.94","0.11,0.03,0.99","0.73,1.65,1.60","0.00,0.66,-0.76",0.1177292,True,Cell(Clone)
106.99,False,5705,"0.47,1.60,-0.94","0.10,0.03,0.99","0.73,1.65,1.60","0.00,0.64,-0.76",0.182251,True,Cell(Clone)
107.05,False,5708,"0.47,1.61,-0.94","0.10,0.03,0.99","0.70,1.66,1.59","0.44,0.56,-0.70",0.2415466,True,Quad
107.12,False,5712,"0.46,1.61,-0.94","0.05,0.04,1.00","0.60,1.67,1.59","-0.32,0.60,-0.73",0.06838989,True,Object3_4_5_2
107.18,False,5715,"0.47,1.61,-0.94","0.05,0.04,1.00","0.60,1.67,1.59","-0.35,0.55,-0.76",0.05709076,True,Object3_4_5_2
107.23,False,5718,"0.47,1.61,-0.94","0.05,0.04,1.00","0.60,1.67,1.59","-0.31,0.48,-0.82",0.1083069,True,Object3_4_5_2
107.49,False,5733,"0.46,1.61,-0.94","-0.08,0.05,1.00","0.23,1.73,1.60","0.76,0.00,-0.65",0.3726349,False,Quad
107.57,False,5736,"0.47,1.61,-0.94","0.10,0.01,1.00","0.70,1.62,1.59","0.17,0.00,-0.99",0.07822418,False,Quad
107.64,False,5739,"0.47,1.61,-0.94","0.09,0.01,1.00","0.69,1.64,1.58","0.25,-0.28,-0.93",0.06735992,True,Capsule
107.69,False,5741,"0.47,1.61,-0.94","0.09,0.01,1.00","0.69,1.64,1.58","0.17,-0.19,-0.97",0.05196381,True,Capsule
107.74,False,5744,"0.47,1.61,-0.94","0.09,0.01,1.00","0.69,1.64,1.58","0.12,-0.14,-0.98",0.1060257,True,Capsule
107.81,False,5747,"0.47,1.61,-0.94","0.09,0.01,1.00","0.69,1.64,1.58","0.14,-0.16,-0.98",0.1666336,True,Capsule
107.86,False,5751,"0.47,1.61,-0.94","0.09,0.01,1.00","0.69,1.64,1.58","0.18,-0.20,-0.96",0.2226028,True,Capsule
107.94,False,5755,"0.47,1.60,-0.94","0.09,0.01,1.00","0.69,1.64,1.58","0.26,-0.29,-0.92",0.3031769,True,Capsule
107.99,False,5759,"0.47,1.60,-0.94","0.10,0.01,1.00","0.70,1.63,1.59","0.32,0.00,-0.95",0.3548584,True,Quad
108.04,False,5762,"0.47,1.60,-0.94","0.10,0.01,1.00","0.70,1.63,1.59","0.32,0.00,-0.95",0.0508728,True,Quad
108.09,False,5764,"0.47,1.60,-0.94","0.10,0.01,1.00","0.69,1.64,1.58","0.29,-0.31,-0.90",0.1015472,True,Capsule
108.15,False,5766,"0.47,1.60,-0.94","0.09,0.01,1.00","0.68,1.63,1.58","0.16,-0.22,-0.96",0.05109406,True,Capsule
108.21,False,5769,"0.47,1.60,-0.94","0.09,0.01,1.00","0.68,1.63,1.58","0.07,-0.15,-0.99",0.1152344,True,Capsule
108.28,False,5773,"0.46,1.60,-0.94","0.17,-0.07,0.98","0.85,1.42,1.60","0.77,0.00,-0.64",0.1822739,False,Cell(Clone)
108.34,False,5776,"0.47,1.60,-0.94","0.16,-0.09,0.98","0.85,1.39,1.60","0.66,0.00,-0.75",0.05815125,True,Cell(Clone)
108.40,False,5780,"0.47,1.60,-0.94","0.16,-0.10,0.98","0.85,1.35,1.59","0.17,0.18,-0.97",0.1182632,True,Quad
108.46,False,5784,"0.47,1.60,-0.94","0.14,-0.09,0.99","0.83,1.36,1.59","0.00,0.07,-1.00",0.06427765,True,Object4_5_3_3
108.53,False,5788,"0.47,1.60,-0.94","0.11,0.00,0.99","0.74,1.60,1.60","0.00,0.00,-1.00",0.06735229,False,Cell(Clone)
108.59,False,5791,"0.47,1.60,-0.94","0.11,0.00,0.99","0.74,1.61,1.60","0.00,0.00,-1.00",0.06645203,True,Cell(Clone)
108.66,False,5794,"0.47,1.61,-0.94","0.11,0.00,0.99","0.74,1.61,1.60","0.00,0.00,-1.00",0.1304016,True,Cell(Clone)
108.73,False,5798,"0.47,1.60,-0.94","0.11,0.00,0.99","0.75,1.60,1.60","0.00,0.00,-1.00",0.2049713,True,Cell(Clone)
108.79,False,5801,"0.47,1.60,-0.94","0.11,0.00,0.99","0.75,1.60,1.60","0.00,0.00,-1.00",0.2667084,True,Cell(Clone)
108.85,False,5803,"0.47,1.60,-0.94","0.11,0.00,0.99","0.74,1.60,1.60","0.00,0.00,-1.00",0.3186493,True,Cell(Clone)
108.91,False,5806,"0.47,1.60,-0.94","0.11,0.00,0.99","0.74,1.59,1.60","0.00,0.00,-1.00",0.3828125,True,Cell(Clone)
108.97,False,5808,"0.47,1.60,-0.94","0.11,-0.01,0.99","0.74,1.59,1.60","0.00,0.00,-1.00",0.4391251,True,Cell(Clone)
109.03,False,5811,"0.47,1.60,-0.94","0.11,0.00,0.99","0.74,1.59,1.60","0.00,0.00,-1.00",0.4998093,True,Cell(Clone)
109.09,False,5814,"0.47,1.60,-0.94","0.11,0.00,0.99","0.75,1.59,1.60","0.00,0.00,-1.00",0.5655594,True,Cell(Clone)
109.16,False,5818,"0.47,1.60,-0.94","0.11,0.00,0.99","0.75,1.60,1.60","0.00,0.00,-1.00",0.631813,True,Cell(Clone)
109.22,False,5821,"0.47,1.60,-0.94","0.11,0.00,0.99","0.75,1.61,1.60","0.00,0.00,-1.00",0.690239,True,Cell(Clone)
109.28,False,5824,"0.47,1.60,-0.94","0.11,0.00,0.99","0.75,1.61,1.60","0.00,0.00,-1.00",0.7516861,True,Cell(Clone)
109.34,False,5828,"0.47,1.60,-0.94","0.11,0.00,0.99","0.75,1.61,1.60","0.00,0.00,-1.00",0.8161621,True,Cell(Clone)
109.41,False,5831,"0.47,1.60,-0.94","0.11,0.00,0.99","0.76,1.60,1.60","0.00,0.00,-1.00",0.8841705,True,Cell(Clone)
109.48,False,5835,"0.47,1.60,-0.94","0.10,0.02,0.99","0.69,1.64,1.58","0.47,0.11,-0.88",0.9496689,True,Capsule
109.54,False,5838,"0.47,1.60,-0.94","0.09,0.03,1.00","0.68,1.67,1.59","0.12,-0.02,-0.99",0.06291962,True,Object3_4_5_3
109.60,False,5842,"0.47,1.60,-0.94","0.09,0.03,1.00","0.68,1.67,1.59","0.05,0.07,-1.00",0.06156921,True,Object3_4_5_3
109.67,False,5845,"0.47,1.60,-0.94","0.08,0.03,1.00","0.68,1.67,1.59","-0.15,0.25,-0.96",0.1300888,True,Object3_4_5_3
109.73,False,5848,"0.47,1.60,-0.94","0.08,0.03,1.00","0.68,1.67,1.59","-0.10,0.22,-0.97",0.1877518,True,Object3_4_5_3
109.78,False,5851,"0.47,1.60,-0.94","0.08,0.03,1.00","0.68,1.67,1.59","-0.02,0.30,-0.95",0.2386093,True,Object3_4_5_3
109.86,False,5855,"0.47,1.60,-0.94","0.09,0.03,1.00","0.68,1.67,1.59","0.03,0.17,-0.98",0.3210983,True,Object3_4_5_3
109.91,False,5858,"0.47,1.60,-0.94","0.08,0.03,1.00","0.68,1.67,1.59","-0.04,0.19,-0.98",0.3721008,True,Object3_4_5_3
109.96,False,5861,"0.47,1.60,-0.94","0.08,0.03,1.00","0.68,1.67,1.59","-0.09,0.24,-0.97",0.4222794,True,Object3_4_5_3
110.03,False,5865,"0.47,1.60,-0.94","0.13,0.02,0.99","0.82,1.66,1.59","-0.29,-0.06,-0.95",0.4864426,True,Object2_5_5_3
110.09,False,5869,"0.47,1.60,-0.94","0.13,0.01,0.99","0.80,1.64,1.59","-0.39,0.00,-0.92",0.06725311,True,Quad
110.16,False,5872,"0.47,1.60,-0.93","0.12,0.01,0.99","0.77,1.63,1.60","0.00,0.00,-1.00",0.06669617,True,Cell(Clone)
110.22,False,5875,"0.47,1.60,-0.93","0.11,0.01,0.99","0.75,1.62,1.60","0.00,0.00,-1.00",0.05919647,True,Cell(Clone)
110.28,False,5879,"0.47,1.60,-0.93","0.11,0.01,0.99","0.74,1.62,1.60","0.00,0.00,-1.00",0.1170731,True,Cell(Clone)
110.36,False,5883,"0.47,1.60,-0.93","0.11,0.00,0.99","0.74,1.61,1.60","0.00,0.00,-1.00",0.197197,True,Cell(Clone)
110.41,False,5886,"0.47,1.60,-0.93","0.11,0.01,0.99","0.75,1.62,1.60","0.00,0.00,-1.00",0.2496643,True,Cell(Clone)
110.49,False,5890,"0.47,1.60,-0.93","0.12,0.01,0.99","0.76,1.62,1.60","0.00,0.00,-1.00",0.3292465,True,Cell(Clone)
110.54,False,5894,"0.47,1.60,-0.93","0.11,0.01,0.99","0.75,1.62,1.60","0.00,0.00,-1.00",0.382637,True,Cell(Clone)
110.59,False,5897,"0.47,1.60,-0.93","0.11,0.01,0.99","0.75,1.62,1.60","0.00,0.00,-1.00",0.4339218,True,Cell(Clone)
110.66,False,5900,"0.47,1.60,-0.93","0.12,0.01,0.99","0.75,1.62,1.60","0.00,0.00,-1.00",0.4995041,True,Cell(Clone)
110.72,False,5903,"0.47,1.60,-0.93","0.12,0.01,0.99","0.75,1.62,1.60","0.00,0.00,-1.00",0.5606613,True,Cell(Clone)
110.77,False,5905,"0.47,1.60,-0.93","0.12,0.01,0.99","0.75,1.63,1.60","0.00,0.00,-1.00",0.6118011,True,Cell(Clone)
110.83,False,5908,"0.47,1.60,-0.93","0.12,0.01,0.99","0.75,1.62,1.60","0.00,0.00,-1.00",0.6679764,True,Cell(Clone)
110.89,False,5911,"0.46,1.60,-0.93","0.12,0.01,0.99","0.77,1.63,1.60","0.00,0.00,-1.00",0.7307434,True,Cell(Clone)
110.94,False,5914,"0.47,1.60,-0.93","0.13,0.01,0.99","0.80,1.62,1.59","-0.33,0.00,-0.94",0.7839432,True,Quad
111.01,False,5917,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.61,1.58","-0.37,0.15,-0.92",0.07065582,True,Sphere
111.07,False,5920,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.61,1.58","-0.28,0.12,-0.95",0.05782318,True,Sphere
111.13,False,5924,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.61,1.58","-0.28,0.14,-0.95",0.1115875,True,Sphere
111.19,False,5927,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.61,1.58","-0.28,0.23,-0.93",0.170372,True,Sphere
111.24,False,5929,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.61,1.58","-0.27,0.21,-0.94",0.2210159,True,Sphere
111.29,False,5932,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.61,1.58","-0.30,0.25,-0.92",0.2785645,True,Sphere
111.35,False,5935,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.62,1.58","-0.31,0.32,-0.89",0.3374939,True,Sphere
111.41,False,5939,"0.47,1.60,-0.93","0.13,0.01,0.99","0.82,1.61,1.58","-0.24,0.22,-0.95",0.3955536,True,Sphere
111.47,False,5942,"0.47,1.60,-0.93","0.13,0.01,0.99","0.82,1.61,1.58","-0.19,0.21,-0.96",0.456459,True,Sphere
111.53,False,5946,"0.47,1.60,-0.93","0.13,0.01,0.99","0.82,1.61,1.58","-0.23,0.24,-0.95",0.5124283,True,Sphere
111.58,False,5949,"0.47,1.60,-0.93","0.13,0.01,0.99","0.82,1.61,1.58","-0.24,0.16,-0.96",0.5627975,True,Sphere
111.64,False,5952,"0.47,1.60,-0.93","0.13,0.01,0.99","0.82,1.61,1.58","-0.22,0.20,-0.96",0.6291656,True,Sphere
111.72,False,5956,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.61,1.58","-0.33,0.14,-0.94",0.707489,True,Sphere
111.78,False,5959,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.61,1.58","-0.31,0.10,-0.95",0.7696609,True,Sphere
111.85,False,5962,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.61,1.58","-0.31,0.08,-0.95",0.831543,True,Sphere
111.91,False,5966,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.61,1.58","-0.33,0.11,-0.94",0.8949585,True,Sphere
111.98,False,5969,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.61,1.58","-0.27,0.12,-0.96",0.9610291,True,Sphere
112.03,False,5973,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.61,1.58","-0.27,0.11,-0.96",1.019691,True,Sphere
112.09,False,5976,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.61,1.58","-0.26,0.13,-0.96",1.076202,True,Sphere
112.14,False,5980,"0.47,1.60,-0.93","0.13,0.01,0.99","0.82,1.61,1.58","-0.22,0.16,-0.96",1.129128,True,Sphere
112.22,False,5984,"0.47,1.60,-0.93","0.13,0.01,0.99","0.82,1.61,1.58","-0.20,0.27,-0.94",1.209824,True,Sphere
112.29,False,5987,"0.47,1.60,-0.93","0.12,0.03,0.99","0.76,1.65,1.60","0.00,0.35,-0.94",1.278641,True,Cell(Clone)
112.34,False,5990,"0.47,1.60,-0.93","0.11,0.03,0.99","0.75,1.65,1.60","0.00,0.63,-0.78",0.05071259,True,Cell(Clone)
112.40,False,5993,"0.47,1.60,-0.93","0.11,0.03,0.99","0.74,1.65,1.60","0.00,0.70,-0.71",0.1017914,True,Cell(Clone)
112.46,False,5996,"0.45,1.60,-0.93","-0.07,0.06,1.00","0.23,1.77,1.60","0.72,0.00,-0.70",0.1634827,False,Quad
112.88,False,6018,"0.47,1.60,-0.93","-0.14,0.08,0.99","0.14,1.80,1.60","-0.49,0.00,-0.87",0.4205399,True,Quad
112.93,False,6021,"0.47,1.60,-0.94","-0.14,0.08,0.99","0.14,1.80,1.60","-0.24,0.00,-0.97",0.4721909,True,Quad
112.99,False,6025,"0.47,1.60,-0.94","-0.13,0.08,0.99","0.14,1.80,1.60","0.00,0.00,-1.00",0.5359573,True,Quad
113.05,False,6028,"0.47,1.60,-0.94","-0.12,0.07,0.99","0.16,1.79,1.60","0.00,0.00,-1.00",0.5965881,True,Quad
113.11,False,6032,"0.47,1.60,-0.94","-0.12,0.07,0.99","0.17,1.78,1.60","0.00,0.00,-1.00",0.6530075,True,Quad
113.16,False,6035,"0.47,1.60,-0.94","-0.12,0.07,0.99","0.16,1.78,1.60","0.00,0.00,-1.00",0.7035446,True,Quad
113.21,False,6038,"0.46,1.60,-0.94","0.09,0.01,1.00","0.69,1.64,1.58","0.17,-0.19,-0.97",0.7541122,False,Capsule
113.26,False,6040,"0.47,1.60,-0.94","0.10,0.01,1.00","0.70,1.62,1.59","0.23,0.00,-0.97",0.05197144,True,Quad
113.31,False,6042,"0.47,1.60,-0.93","0.10,0.00,0.99","0.72,1.61,1.60","0.00,0.00,-1.00",0.05072784,True,Cell(Clone)
113.38,False,6046,"0.47,1.60,-0.93","0.10,0.00,0.99","0.73,1.60,1.60","0.00,0.00,-1.00",0.06381989,True,Cell(Clone)
113.43,False,6049,"0.47,1.60,-0.93","0.10,0.00,0.99","0.73,1.60,1.60","0.00,0.00,-1.00",0.1142349,True,Cell(Clone)
113.48,False,6051,"0.47,1.60,-0.93","0.10,0.00,0.99","0.72,1.61,1.60","0.00,0.00,-1.00",0.1650009,True,Cell(Clone)
113.54,False,6055,"0.47,1.60,-0.93","0.10,0.01,0.99","0.72,1.62,1.60","0.00,0.00,-1.00",0.2306442,True,Cell(Clone)
113.61,False,6059,"0.47,1.60,-0.93","0.10,0.01,0.99","0.73,1.62,1.60","0.00,0.00,-1.00",0.2964554,True,Cell(Clone)
113.67,False,6062,"0.47,1.60,-0.93","0.11,0.01,0.99","0.76,1.62,1.60","0.00,0.00,-1.00",0.3576202,True,Cell(Clone)
113.73,False,6066,"0.47,1.60,-0.93","0.12,0.01,0.99","0.80,1.62,1.59","-0.43,0.00,-0.90",0.4130554,True,Quad
113.80,False,6069,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.61,1.58","-0.30,0.18,-0.94",0.077034,True,Sphere
113.86,False,6072,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.61,1.58","-0.34,0.18,-0.92",0.05839539,True,Sphere
113.93,False,6076,"0.47,1.60,-0.93","0.13,0.01,0.99","0.80,1.63,1.59","-0.30,0.00,-0.95",0.1240845,True,Quad
113.99,False,6078,"0.47,1.60,-0.93","0.12,0.01,0.99","0.76,1.63,1.60","0.00,0.00,-1.00",0.06138611,True,Cell(Clone)
114.04,False,6081,"0.47,1.60,-0.93","0.11,0.01,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",0.05532074,True,Cell(Clone)
114.10,False,6083,"0.47,1.60,-0.93","0.12,0.01,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",0.1086121,True,Cell(Clone)
114.16,False,6087,"0.47,1.60,-0.93","0.12,0.02,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",0.1712189,True,Cell(Clone)
114.23,False,6090,"0.47,1.60,-0.93","0.12,0.02,0.99","0.76,1.65,1.60","0.00,0.00,-1.00",0.2400436,True,Cell(Clone)
114.29,False,6093,"0.47,1.60,-0.93","0.11,0.02,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",0.2984619,True,Cell(Clone)
114.34,False,6097,"0.47,1.60,-0.93","0.11,0.02,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",0.3537827,True,Cell(Clone)
114.41,False,6100,"0.47,1.60,-0.93","0.12,0.01,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",0.4167252,True,Cell(Clone)
114.46,False,6104,"0.47,1.60,-0.93","0.12,0.01,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",0.4707184,True,Cell(Clone)
114.52,False,6107,"0.47,1.60,-0.93","0.11,0.01,0.99","0.75,1.64,1.60","0.00,0.00,-1.00",0.5327377,True,Cell(Clone)
114.58,False,6111,"0.47,1.60,-0.93","0.11,0.01,0.99","0.75,1.64,1.60","0.00,0.00,-1.00",0.5872726,True,Cell(Clone)
114.63,False,6114,"0.47,1.60,-0.93","0.11,0.01,0.99","0.75,1.64,1.60","0.00,0.00,-1.00",0.6407013,True,Cell(Clone)
114.68,False,6116,"0.47,1.60,-0.93","0.11,0.01,0.99","0.75,1.64,1.60","0.00,0.00,-1.00",0.6933289,True,Cell(Clone)
114.74,False,6120,"0.47,1.60,-0.93","0.11,0.01,0.99","0.75,1.64,1.60","0.00,0.00,-1.00",0.7536545,True,Cell(Clone)
114.82,False,6123,"0.47,1.61,-0.94","0.05,-0.05,1.00","0.60,1.48,1.58","-0.14,-0.11,-0.98",0.8284378,False,Cylinder
115.01,False,6134,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.61,1.58","-0.34,0.27,-0.90",0.1913986,False,Sphere
115.06,False,6138,"0.47,1.60,-0.93","0.13,0.01,0.99","0.81,1.61,1.58","-0.36,0.25,-0.90",0.05451965,True,Sphere
115.13,False,6142,"0.48,1.60,-0.93","0.13,0.01,0.99","0.80,1.63,1.59","-0.23,0.00,-0.97",0.1178589,True,Quad
115.18,False,6145,"0.48,1.60,-0.93","0.12,0.01,0.99","0.77,1.63,1.60","0.00,0.00,-1.00",0.05117035,True,Cell(Clone)
115.24,False,6148,"0.48,1.60,-0.93","0.12,0.01,0.99","0.77,1.63,1.60","0.00,0.00,-1.00",0.06572723,True,Cell(Clone)
115.30,False,6150,"0.47,1.60,-0.93","0.12,0.01,0.99","0.77,1.63,1.60","0.00,0.00,-1.00",0.1177292,True,Cell(Clone)
115.36,False,6154,"0.47,1.60,-0.93","0.12,0.01,0.99","0.76,1.63,1.60","0.00,0.00,-1.00",0.1836166,True,Cell(Clone)
115.43,False,6158,"0.47,1.60,-0.93","0.12,0.01,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",0.2503052,True,Cell(Clone)
115.51,False,6162,"0.47,1.60,-0.93","0.12,0.02,0.99","0.77,1.64,1.60","0.00,0.00,-1.00",0.3340683,True,Cell(Clone)
115.58,False,6166,"0.47,1.60,-0.93","0.12,0.01,0.99","0.77,1.64,1.60","0.00,0.00,-1.00",0.4004517,True,Cell(Clone)
115.64,False,6170,"0.47,1.60,-0.93","0.12,0.01,0.99","0.77,1.64,1.60","0.00,0.00,-1.00",0.4649887,True,Cell(Clone)
115.72,False,6174,"0.47,1.60,-0.93","0.12,0.01,0.99","0.77,1.63,1.60","0.00,0.00,-1.00",0.5433197,True,Cell(Clone)
115.79,False,6178,"0.47,1.60,-0.93","0.12,0.01,0.99","0.77,1.63,1.60","0.00,0.00,-1.00",0.6141586,True,Cell(Clone)
115.85,False,6182,"0.47,1.60,-0.93","0.12,0.01,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",0.6712875,True,Cell(Clone)
115.91,False,6185,"0.47,1.60,-0.93","0.12,0.02,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",0.7305145,True,Cell(Clone)
115.97,False,6189,"0.47,1.60,-0.93","0.12,0.02,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",0.7871094,True,Cell(Clone)
116.04,False,6193,"0.47,1.60,-0.93","0.12,0.01,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",0.8598557,True,Cell(Clone)
116.09,False,6197,"0.47,1.60,-0.93","0.12,0.01,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",0.9146957,True,Cell(Clone)
116.14,False,6200,"0.47,1.60,-0.93","0.12,0.01,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",0.9664078,True,Cell(Clone)
116.21,False,6204,"0.47,1.60,-0.93","0.12,0.02,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",1.033127,True,Cell(Clone)
116.28,False,6208,"0.47,1.60,-0.93","0.12,0.02,0.99","0.76,1.65,1.60","0.00,0.00,-1.00",1.09977,True,Cell(Clone)
116.34,False,6211,"0.47,1.60,-0.93","0.12,0.02,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",1.166664,True,Cell(Clone)
116.41,False,6214,"0.47,1.60,-0.93","0.12,0.02,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",1.234406,True,Cell(Clone)
116.48,False,6218,"0.47,1.60,-0.93","0.11,0.02,0.99","0.75,1.64,1.60","0.00,0.00,-1.00",1.300926,True,Cell(Clone)
116.54,False,6222,"0.47,1.60,-0.93","0.11,0.02,0.99","0.75,1.64,1.60","0.00,0.00,-1.00",1.365395,True,Cell(Clone)
116.61,False,6225,"0.47,1.60,-0.93","0.11,0.02,0.99","0.75,1.64,1.60","0.00,0.00,-1.00",1.427292,True,Cell(Clone)
116.66,False,6229,"0.47,1.60,-0.93","0.11,0.02,0.99","0.75,1.64,1.60","0.00,0.00,-1.00",1.482399,True,Cell(Clone)
116.72,False,6232,"0.48,1.60,-0.93","0.11,0.02,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",1.54541,True,Cell(Clone)
116.78,False,6236,"0.48,1.60,-0.93","0.11,0.01,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",1.598747,True,Cell(Clone)
116.84,False,6239,"0.48,1.60,-0.93","0.11,0.01,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",1.657661,True,Cell(Clone)
116.90,False,6242,"0.47,1.60,-0.93","0.12,0.02,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",1.720657,True,Cell(Clone)
116.96,False,6246,"0.47,1.60,-0.93","0.11,0.02,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",1.781906,True,Cell(Clone)
117.01,False,6249,"0.48,1.60,-0.93","0.12,0.02,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",1.833023,True,Cell(Clone)
117.07,False,6252,"0.47,1.60,-0.93","0.12,0.02,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",1.891739,True,Cell(Clone)
117.13,False,6256,"0.47,1.60,-0.93","0.11,0.02,0.99","0.75,1.64,1.60","0.00,0.00,-1.00",1.949661,True,Cell(Clone)
117.19,False,6260,"0.47,1.60,-0.93","0.11,0.02,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",2.015205,True,Cell(Clone)
117.25,False,6262,"0.47,1.60,-0.93","0.12,0.01,0.99","0.76,1.63,1.60","0.00,0.00,-1.00",2.069748,True,Cell(Clone)
117.33,False,6266,"0.47,1.60,-0.93","0.11,0.01,0.99","0.76,1.63,1.60","0.00,0.00,-1.00",2.15007,True,Cell(Clone)
117.38,False,6269,"0.47,1.60,-0.93","0.11,0.01,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",2.200096,True,Cell(Clone)
117.44,False,6272,"0.47,1.60,-0.93","0.12,0.01,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",2.263397,True,Cell(Clone)
117.50,False,6276,"0.47,1.60,-0.93","0.12,0.01,0.99","0.76,1.64,1.60","0.00,0.00,-1.00",2.324913,True,Cell(Clone)
